TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,SEASON
1611661330,Atlanta Dream,40,19,21,0.475,1610.0,1176,2748,0.428,257,766,0.336,692,878,0.788,321,1123,1444,743,582.0,251,185,174,772,791,3301,-59.0,31,44,31,44,65,68,66,71,73,73,63,31,31,18,67,52,60,71,35,69,51,15,39,31,66,46,2023-24
1610612737,Atlanta Hawks,87,39,48,0.448,4171.0,3689,7975,0.463,1186,3293,0.36,1591,2002,0.795,1099,2779,3878,2280,1193.0,642,397,494,1630,1690,10155,-192.0,13,21,64,49,15,10,5,39,6,7,31,6,8,17,3,24,7,16,58,19,25,65,56,12,11,58,2023-24
1612709890,Austin Spurs,34,20,14,0.588,1637.033333,1435,2945,0.487,381,1069,0.356,387,536,0.722,363,1175,1538,840,576.0,333,180,203,695,694,3870,113.0,43,39,10,19,42,41,54,7,55,58,37,54,48,64,54,38,47,54,34,35,55,34,28,50,46,28,2023-24
1612709913,Birmingham Squadron,34,15,19,0.441,1633.55,1439,3027,0.475,489,1309,0.374,396,488,0.811,380,1045,1425,893,499.0,293,153,192,626,622,4028,-67.0,43,60,25,50,56,38,49,23,34,39,12,50,61,10,51,66,62,42,6,47,66,23,5,67,34,50,2023-24
1610612738,Boston Celtics,87,66,21,0.759,4166.0,3770,7776,0.485,1401,3633,0.386,1410,1756,0.803,932,3083,4015,2317,1070.0,594,570,331,1413,1504,10351,928.0,13,1,31,3,17,6,12,12,1,1,1,22,28,14,14,1,3,12,44,28,2,44,44,30,3,1,2023-24
1610612751,Brooklyn Nets,87,35,52,0.402,4166.516667,3498,7711,0.454,1149,3184,0.361,1390,1841,0.755,996,2825,3821,2195,1144.0,604,449,448,1637,1609,9535,-200.0,13,23,65,57,16,25,17,52,11,11,30,25,20,52,6,20,10,20,51,26,14,61,58,23,25,60,2023-24
1612709928,Capital City Go-Go,34,20,14,0.588,1635.516667,1439,2998,0.48,406,1132,0.359,423,523,0.809,359,1135,1494,876,524.0,297,206,186,668,730,3988,176.0,43,39,10,19,49,38,53,16,52,54,35,45,50,11,56,47,54,46,11,45,42,18,23,37,36,19,2023-24
1610612766,Charlotte Hornets,89,22,67,0.247,4226.0,3490,7646,0.456,1047,2979,0.351,1301,1669,0.78,843,2733,3576,2144,1242.0,608,415,440,1627,1581,9328,-893.0,5,32,71,68,10,26,20,48,23,17,41,30,30,24,24,28,29,26,63,25,21,58,55,26,29,73,2023-24
1610612741,Chicago Bulls,87,42,45,0.483,4196.0,3607,7712,0.468,996,2788,0.357,1439,1835,0.784,986,2816,3802,2144,1086.0,674,426,435,1652,1639,9649,-107.0,13,20,63,43,13,21,16,29,26,26,36,18,21,20,8,21,15,26,45,12,18,56,60,18,24,53,2023-24
1611661329,Chicago Sky,40,18,22,0.45,1610.0,1229,2783,0.442,330,888,0.372,481,640,0.752,343,990,1333,818,573.0,267,181,144,691,637,3269,-65.0,31,50,36,48,65,65,64,65,64,66,15,42,42,55,62,72,70,60,33,63,54,4,27,66,67,48,2023-24
